Índice;Título;Link;Data;Conteúdo;Fonte;Palavras-chave;Tema;Sentimento;Relevância;cluster
104;"DER conclui galeria na Ladeira do Uruguai; <b>investimento</b> foi de R$ 13 milhões - Piauí Hoje";https://www.google.com/url?rct=j&sa=t&url=https://piauihoje.com/noticias/cidade/der-conclui-galeria-na-ladeira-do-uruguai-investimento-foi-de-r-13-milhoes-424168.html&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw2zHTBQNNoPBjWHZkHw_S_P;2024-06-01;"O projeto da macrodrenagem foi elaborado para dar vazão à passagem do Riacho Mandacaru na <b>rodovia</b> que, depois do rio Poti, é a maior sub-bacia em&nbsp;...";RODOVIA & INVESTIMENTO;uruguai investimento, investimento foi, ladeira uruguai, piauí hoje;Outro tema;Neutro;3,2;Outro tema - 2024-06-01
105;<b>Obras</b> de segurança viária chegam à LMG-800, acesso ao Aeroporto de Confins;https://www.google.com/url?rct=j&sa=t&url=https://defatoonline.com.br/obras-de-seguranca-viaria-chegam-a-lmg-800-acesso-ao-aeroporto-de-confins/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw2eLhyhd8u9GvyoRhwkcyrV;2024-06-01;"As <b>obras</b> de melhoria na segurança viária avançam e já chegam no trecho de acesso ao Aeroporto Internacional Tancredo Neves, em Confins, na LMG-800&nbsp;...";CONSTRUÇÃO & OBRA;ao aeroporto, aeroporto confins, aeroporto, obras segurança;construção;Neutro;3,2;construção - 2024-06-01
106;Av. João Marson terá interdição parcial para <b>obras</b> - Prefeitura de São José dos Campos;https://www.google.com/url?rct=j&sa=t&url=https://www.sjc.sp.gov.br/noticias/2024/maio/31/av-joao-marson-tera-interdicao-parcial-para-obras/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw1MhXA06WT_e4gHnLUh1x37;2024-06-01;"Celso Gomes Secretaria de Mobilidade Urbana. A Avenida João Marson, na região da Vila Industrial e Monte Castelo, terá interdição parcial de 7&nbsp;...";CONSTRUÇÃO & OBRA;prefeitura são, interdição parcial, joão, são josé;construção;Neutro;3,2;construção - 2024-06-01
107;Excesso de painéis solares da China a preço baixo leva rivais europeus a fechar fábricas;https://www.google.com/url?rct=j&sa=t&url=https://valor.globo.com/mundo/noticia/2024/06/01/excesso-de-painis-solares-da-china-a-preo-baixo-leva-rivais-europeus-a-fechar-fbricas.ghtml&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0qRuW1syB5v1Or2BIOspsT;2024-06-01;"Os mandatos de <b>energia</b> renovável do governo chinês para províncias e municípios estimularam a construção de instalações de <b>energia</b> solar em todo o&nbsp;...";ENERGIA & FOTOVOLTAICA;fechar fábricas, europeus fechar, solares da, rivais europeus;energia;Neutro;3,2;energia - 2024-06-01
108;Em quase 12 anos, <b>energia</b> solar no RN atrai R$ 3 bilhões e gera 18 mil empregos;https://www.google.com/url?rct=j&sa=t&url=https://tribunadonorte.com.br/economia/em-quase-12-anos-energia-solar-no-rn-atrai-r-3-bilhoes-e-gera-18-mil-empregos/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw2Xg8WegzFjer_uoqNQzH9r;2024-06-01;"Ícaro Carvalho Repórter. Margareth Grilo Editora de Economia. Em um intervalo de quase doze anos, o segmento de <b>energia</b> solar atraiu investimentos&nbsp;...";ENERGIA & FOTOVOLTAICA;energia solar, anos energia, mil empregos, bilhões gera;energia;Neutro;3,2;energia - 2024-06-01
109;Excesso de painéis solares da China a preço baixo leva rivais europeus a fechar fábricas;https://www.google.com/url?rct=j&sa=t&url=https://valor.globo.com/mundo/noticia/2024/06/01/excesso-de-painis-solares-da-china-a-preo-baixo-leva-rivais-europeus-a-fechar-fbricas.ghtml&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0qRuW1syB5v1Or2BIOspsT;2024-06-01;"Os mandatos de <b>energia</b> renovável do governo chinês para províncias e municípios estimularam a construção de instalações de <b>energia</b> solar em todo o&nbsp;...";FOTOVOLTAICA & SHELL;fechar fábricas, europeus fechar, solares da, rivais europeus;energia;Neutro;3,2;energia - 2024-06-01
110;Em quase 12 anos, <b>energia</b> solar no RN atrai R$ 3 bilhões e gera 18 mil empregos;https://www.google.com/url?rct=j&sa=t&url=https://tribunadonorte.com.br/economia/em-quase-12-anos-energia-solar-no-rn-atrai-r-3-bilhoes-e-gera-18-mil-empregos/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw2Xg8WegzFjer_uoqNQzH9r;2024-06-01;"Ícaro Carvalho Repórter. Margareth Grilo Editora de Economia. Em um intervalo de quase doze anos, o segmento de <b>energia</b> solar atraiu investimentos&nbsp;...";FOTOVOLTAICA & SHELL;energia solar, anos energia, mil empregos, bilhões gera;energia;Neutro;3,2;energia - 2024-06-01
111;Ministério do Mar alega “bom uso dos <b>fundos</b> públicos” nas escadarias de Baía das Gatas e ...;https://www.google.com/url?rct=j&sa=t&url=https://www.balai.cv/noticias/ministerio-do-mar-alega-bom-uso-dos-fundos-publicos-nas-escadarias-de-baia-das-gatas-e-da-enseada-de-coral/&ct=ga&cd=CAIyHWM4ZmQxNzEwMDIxM2M4ZDM6Y29tLmJyOnB0OkJS&usg=AOvVaw2PXi0c3Qe_U_uzv2NCMDY7;2024-06-01;"“O financiamento foi garantido através da aplicação das receitas de <b>concessão</b> de orla marítima, reconvertendo essas receitas em ganhos para os utentes&nbsp;...";CONCESSÃO & FUNDOS;fundos públicos, fundos, públicos, públicos nas;Outro tema;Neutro;3;Outro tema - 2024-06-01
112;Número de clientes sem fornecimento de <b>energia</b> recua para 55 mil no RS, diz Aneel;https://www.google.com/url?rct=j&sa=t&url=https://monitordomercado.com.br/noticias/98068-numero-de-clientes-sem-fornecimento-de-energia-recua-para-55-mil-no-rs-diz-aneel/&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw0dKuoV5ZeLTNUWsvqxiiCp;2024-06-01;"Ainda devido às inundações, houve desligamento da <b>subestação</b> Nova Santa Rita, que deixou fora de operação 16 importantes linhas de transmissão. Isso&nbsp;...";SUBESTAÇÃO & ENERGIA;sem fornecimento, clientes sem, mil rs, fornecimento energia;energia;Neutro;2,8;energia - 2024-06-01
113;Eletrobras conclui reparo e energiza <b>linha de transmissão</b> no RS - CanalEnergia;https://www.google.com/url?rct=j&sa=t&url=https://www.canalenergia.com.br/noticias/53280159/eletrobras-conclui-reparo-e-energiza-linha-de-transmissao-no-rs&ct=ga&cd=CAIyHTJkZjYyMDc1ZTc3NGZkNzY6Y29tLmJyOnB0OkJS&usg=AOvVaw3846mhIUyxGj7l0HXKP_f7;2024-06-01;"A Eletrobras energizou a <b>linha de transmissão</b> Itá-Caxias, de 525 kV no Rio Grande do Sul. O circuito foi desligado no último sábado (25) para&nbsp;...";LINHA DE TRANSMISSÃO & OBRA;rs canalenergia, transmissão rs, eletrobras conclui, linha transmissão;energia;Neutro;2,4;energia - 2024-06-01
114;Arena do Grêmio começa a ser limpa - Peixe foi encontrado no gramado - Sambafoot EN;https://www.google.com/url?rct=j&sa=t&url=https://www.sambafoot.com/br/sem-categoria/arena-do-gremio-comeca-a-ser-limpa-peixe-foi-encontrado-no-gramado&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw3ZYPHkEdQKr_zug2YFQCaA;2024-06-01;"Danos e início da recuperação. O sistema de alimentação da <b>subestação</b> de <b>energia</b>, que é subterrâneo, foi severamente impactado por mais de 15 dias de&nbsp;...";SUBESTAÇÃO & ENERGIA;grêmio começa, ser limpa, foi encontrado, começa ser;energia;Neutro;2,4;energia - 2024-06-01
115;Venda de participação no Terminal XXXIX de Santos deve ajudar Rumo a <b>investir</b> em ...;https://www.google.com/url?rct=j&sa=t&url=https://www.agenciacma.com.br/venda-de-participacao-no-terminal-xxxix-de-santos-deve-ajudar-rumo-a-investir-em-ferrovias-analisa-xp/&ct=ga&cd=CAIyHWU4MzZlZTQ2ODZjZWU5M2I6Y29tLmJyOnB0OkJS&usg=AOvVaw2_2IaFrVTxzqHq8XMLpypw;2024-06-01;"... <b>investimento</b> na geração de valor em seu core business. Eles destacam o ... <b>investimentos</b> em <b>ferrovias</b> (especialmente a expansão de Lucas do Rio&nbsp;...";FERROVIA & INVESTIMENTO;participação terminal, rumo investir, venda participação, investir em;mineração;Neutro;2,4;mineração - 2024-06-01
116;TCU aprova relicitação de <b>concessões</b> rodoviárias de R$ 17,3 bi - BNamericas;https://www.google.com/url?rct=j&sa=t&url=https://www.bnamericas.com/pt/noticias/tcu-aprova-relicitacao-de-concessoes-rodoviarias-de-r-173-bi&ct=ga&cd=CAIyHWEzNmM5MzY0MmI0NDMzMDA6Y29tLmJyOnB0OkJS&usg=AOvVaw1uy5Lrh43NnQruIudssEh_;2024-06-01;"Os contratos originais pertencem à Concebra, unidade da empresa de <b>infraestrutura</b> Triunfo, que em 2020 solicitou ao governo a devolução desses ativos,&nbsp;...";CONCESSÃO & INFRAESTRUTURA;concessões rodoviárias, rodoviárias, rodoviárias 17, bi bnamericas;Outro tema;Neutro;2,4;Outro tema - 2024-06-01
117;“Um divisor de águas”, afirma Marco do Tampa (MDB) sobre <b>concessão</b> ao Porto Park Piçarras;https://www.google.com/url?rct=j&sa=t&url=https://jornaljc.com.br/politica/2024/um-divisor-de-aguas-afirma-marca-do-tampa-mdb-sobre-concessao-ao-porto-park-picarras/&ct=ga&cd=CAIyHTA4MTYxZTI1N2YxOGI1OGM6Y29tLmJyOnB0OkJS&usg=AOvVaw3eeEcHf8KR1R-S1NYspbL5;2024-06-01;"... <b>concessão</b> do Ministério dos Portos e <b>Aeroportos</b> para explorar e avançar com a implantação da Instalação Portuária de Turismo (IPTur) na ponta do&nbsp;...";AEROPORTOS & CONCESSÃO ;porto park, ao porto, concessão ao, sobre concessão;transporte;Neutro;2,4;transporte - 2024-06-01
118;Gestão Municipal dá ordem de serviço para início das <b>obras</b> no bairro Morada do Sol;https://www.google.com/url?rct=j&sa=t&url=https://tangaradaserra.mt.gov.br/noticia/gestao-municipal-da-ordem-de-servico-para-inicio-das-obras-no-bairro-morada-do-sol/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw1ELlaAfqV1oBT2WL7zpdyz;2024-06-01;"O Prefeito Vander Masson assinou na manhã desta sexta-feira, dia 31/05, a ordem de serviço para que a empresa licitada possa iniciar as <b>obras</b> de&nbsp;...";CONSTRUÇÃO & OBRA;gestão municipal, ordem serviço, serviço para, obras bairro;construção;Neutro;2,4;construção - 2024-06-01
119;FOTOS: <b>Obra</b> em área protegida é barrada pela Polícia Ambiental em Florianópolis;https://www.google.com/url?rct=j&sa=t&url=https://ndmais.com.br/meio-ambiente/fotos-obra-em-area-protegida-e-barrada-pela-policia-ambiental-em-florianopolis/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw24_XlbfnKbEJrs-nMAxMmJ;2024-06-01;Policiais recolheram materiais de <b>construção</b> e embargaram <b>obra</b> a menos de 30 metros de curso d'água.;CONSTRUÇÃO & OBRA;polícia ambiental, fotos obra, pela polícia, em florianópolis;construção;Neutro;2,4;construção - 2024-06-01
120;Autorizado início das obras de revitalização da Travessia Urbana de Messias, na BR-101/AL;https://www.google.com/url?rct=j&sa=t&url=https://www.gov.br/dnit/pt-br/assuntos/noticias/autorizado-inicio-das-obras-de-revitalizacao-da-travessia-urbana-de-messias-na-br-101-al&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw32ywZUolnDFV4U7Tl69PlF;2024-06-01;Trecho entre o km 79,5 e o km 83 da <b>rodovia</b> terá <b>investimento</b> de R$ 1 milhão do Governo Federal.;RODOVIA & INVESTIMENTO;revitalização da, obras revitalização, revitalização, urbana messias;construção;Neutro;2,4;construção - 2024-06-01
121;Fátima visita <b>obras</b> na RN-288 e construção do Iern em Jardim de Piranhas, no Seridó;https://www.google.com/url?rct=j&sa=t&url=https://agorarn.com.br/ultimas/fatima-visita-obras-na-rn-288-e-construcao-do-iern-em-jardim-de-piranhas-no-serido/&ct=ga&cd=CAIyHTYyODYwYzVhMjY0ZGE4MmI6Y29tLmJyOnB0OkJS&usg=AOvVaw0pOpowovC7aipa8ZfQ8jYC;2024-06-01;"... <b>rodovia</b>. Um compromisso que estamos cumprindo. Esta é uma estrada muito importante para a cidade, para a região”, afirmou a governadora. O&nbsp;...";RODOVIA & OBRAS;fátima visita, fátima, visita obras, piranhas seridó;construção;Neutro;2,4;construção - 2024-06-01
122;Reforço da pista do <b>aeroporto</b> do Porto custa 50 milhões e vai demorar 19 meses;https://www.google.com/url?rct=j&sa=t&url=https://recordeuropa.com/noticias/portugal/reforco-da-pista-do-aeroporto-do-porto-custa-50-milhoes-e-vai-demorar-19-meses-01-06-2024-205027&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw1YQTwOuwmQU_os7urZ5Z7e;2024-06-01;As <b>obras</b> vão decorrer durante o horário noturno, para diminuir o impacto na operação normal da infraestrutura aeroportuária.;AEROPORTO & OBRAS;aeroporto porto, pista aeroporto, porto custa, porto;transporte;Positivo;2,4;transporte - 2024-06-01
123;PAN deixa críticas aos planos do Governo para novo <b>aeroporto</b> e para ferrovia;https://www.google.com/url?rct=j&sa=t&url=https://sicnoticias.pt/pais/2024-06-01-video-pan-deixa-criticas-aos-planos-do-governo-para-novo-aeroporto-e-para-ferrovia-b77e25dc&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw10iHVRlJdPa7zqNvY2X0l4;2024-06-01;"... <b>aeroporto</b> em Alcochete, uma <b>obra</b> que, garante, &quot;vai custar aos portugueses mais de 10 mil milhões de euros e devastar uma vasta área de sobreiros&quot;.";AEROPORTO & OBRAS;aeroporto para, planos governo, novo aeroporto, governo para;Outro tema;Neutro;2,4;Outro tema - 2024-06-01
124;Projeto português cria vidro que produz eletricidade a partir da luz solar - AWAY magazine;https://www.google.com/url?rct=j&sa=t&url=https://away.iol.pt/renovaveis/energia/projeto-portugues-cria-vidro-que-produz-eletricidade-a-partir-da-luz-solar/20240601/665992aed34ebf9bbb3e1f16&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0RM0aTQS04OABy2kFEyJtJ;2024-06-01;No futuro, não vais precisar de pôr painéis solares em casa para teres <b>energia</b> solar.;ENERGIA & FOTOVOLTAICA;luz solar, luz, da luz, vidro que;energia;Neutro;2,4;energia - 2024-06-01
125;Projeto português cria vidro que produz eletricidade a partir da luz solar - AWAY magazine;https://www.google.com/url?rct=j&sa=t&url=https://away.iol.pt/renovaveis/energia/projeto-portugues-cria-vidro-que-produz-eletricidade-a-partir-da-luz-solar/20240601/665992aed34ebf9bbb3e1f16&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0RM0aTQS04OABy2kFEyJtJ;2024-06-01;No futuro, não vais precisar de pôr painéis solares em casa para teres <b>energia</b> solar.;FOTOVOLTAICA & SHELL;luz solar, luz, da luz, vidro que;energia;Neutro;2,4;energia - 2024-06-01
126;TCU aprova relicitação de <b>concessões</b> rodoviárias de R$ 17,3 bi - BNamericas;https://www.google.com/url?rct=j&sa=t&url=https://www.bnamericas.com/pt/noticias/tcu-aprova-relicitacao-de-concessoes-rodoviarias-de-r-173-bi&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1uy5Lrh43NnQruIudssEh_;2024-06-01;"Com o sinal verde do TCU, o governo começará a criar o edital para os dois contratos, informou a Agência Nacional de Transportes Terrestres (<b>ANTT</b>) em&nbsp;...";ANTT & CONCESSÃO;concessões rodoviárias, rodoviárias, rodoviárias 17, bi bnamericas;Outro tema;Neutro;2,4;Outro tema - 2024-06-01
127;Indústria florestal abre uma fábrica a cada ano e meio e planeja <b>investir</b> R$ 90 bilhões no Brasil;https://www.google.com/url?rct=j&sa=t&url=https://www.msn.com/pt-br/dinheiro/economia-e-negocios/ind%25C3%25BAstria-florestal-abre-uma-f%25C3%25A1brica-a-cada-ano-e-meio-e-planeja-investir-r-90-bilh%25C3%25B5es-no-brasil/ar-BB1npIay&ct=ga&cd=CAIyHTk4ZWUwZmM2YzhhMmY4NjU6Y29tLmJyOnB0OkJS&usg=AOvVaw20-mszoGw6Mpa59_xap4dO;2024-06-01;... <b>celulose</b> no Brasil, mas sem informar o valor dos <b>investimentos</b>, embora estimativas de mercado projetem aportes em torno de R$ 1 bilhão.;CELULOSE & INVESTIMENTO;indústria florestal, uma fábrica, fábrica cada, planeja investir;Outro tema;Neutro;2,2;Outro tema - 2024-06-01
128;Indústria florestal abre uma fábrica a cada ano e meio e planeja <b>investir</b> R$ 90 bilhões no Brasil;https://www.google.com/url?rct=j&sa=t&url=https://www.terra.com.br/economia/industria-florestal-abre-uma-fabrica-a-cada-ano-e-meio-e-planeja-investir-r-90-bilhoes-no-brasil,bf244004d3ba87444e00100b46e80f28r26pbn6y.html&ct=ga&cd=CAIyHTk4ZWUwZmM2YzhhMmY4NjU6Y29tLmJyOnB0OkJS&usg=AOvVaw35Kxh1a8hOR1bvXolH_Ipx;2024-06-01;"... <b>celulose</b> no Brasil, mas sem informar o valor dos <b>investimentos</b>, embora estimativas de mercado projetem aportes em torno de R$ 1 bilhão. Há ainda a&nbsp;...";CELULOSE & INVESTIMENTO;indústria florestal, uma fábrica, fábrica cada, planeja investir;Outro tema;Neutro;2,2;Outro tema - 2024-06-01
129;Divinópolis mais competitiva: <b>Gasoduto</b> é aposta do setor produtivo - Portal Gerais;https://www.google.com/url?rct=j&sa=t&url=https://portalgerais.com/gasoduto-e-aposta-do-setor-produtivo-para-tornar-divinopolis-mais-competitiva/&ct=ga&cd=CAIyHWRiOTNhOTI3ZTRiMWE1MjE6Y29tLmJyOnB0OkJS&usg=AOvVaw1wQBbSMLiM4ZF359PQwv0W;2024-06-01;"<b>Obras</b> do <b>gasoduto</b> em Divinópolis. O investimento na ampliação do Sistema de Distribuição de Gás Natural (SDGN) da Gasmig no estado é calculado em&nbsp;...";GASODUTO & OBRA;portal gerais, gerais, divinópolis mais, produtivo portal;Outro tema;Positivo;2,2;Outro tema - 2024-06-01
130;Mercado Intraday: Inflação dita o rumo dos mercados - E-Investidor - Estadão;https://www.google.com/url?rct=j&sa=t&url=https://einvestidor.estadao.com.br/videos/mercado-intraday-31-05-2024/&ct=ga&cd=CAIyHTEzNWU1Y2VhMzM1MTIxMGQ6Y29tLmJyOnB0OkJS&usg=AOvVaw2NABSbpHsmWHN8PXgeS8Ay;2024-06-01;"Por outro lado, o indicativo de uma desaceleração da economia chinesa fez com que os preços do <b>minério de ferro</b> caíssem e o petróleo ficasse instável,&nbsp;...";MINÉRIO DE FERRO & INVESTIMENTO;mercado intraday, mercados investidor, mercado, investidor estadão;mineração;Neutro;2,2;mineração - 2024-06-01
131;Governo de Minas atrai mais de R$ 1,5 bilhão em <b>investimentos</b> durante missão nos EUA;https://www.google.com/url?rct=j&sa=t&url=https://www.braziliantimes.com/comunidade-brasileira/2024/05/31/governo-de-minas-atrai-mais-de-r-15-bilhao-em-investimentos-durante-missao-nos-eua.html&ct=ga&cd=CAIyHWJlYmIzNzUwMGVmZDMyODA6Y29tLmJyOnB0OkJS&usg=AOvVaw04JtGZSpZgISucJ7CI5Tsq;2024-06-01;"O investidor passa a conhecer melhor Minas Gerais e sabe que é um estado adequado para se <b>investir</b>.&quot; Para Marcelo Aro, secretário de Estado de&nbsp;...";Mineração & Investimento;governo minas, investimentos durante, em investimentos, mais bilhão;Outro tema;Neutro;2;Outro tema - 2024-06-01
132;Copel conclui obra que dobrou a potência dos transformadores na <b>Subestação</b> Guaíra;https://www.google.com/url?rct=j&sa=t&url=https://www.aen.pr.gov.br/Noticia/Copel-conclui-obra-que-dobrou-potencia-dos-transformadores-na-Subestacao-Guaira&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw2MwtDewR49KuWI0fHYz3dD;2024-06-01;"Essa ampliação confere mais segurança e confiabilidade para a rede de transmissão de <b>energia</b> que opera em alta tensão (230 mil Volts) nas regiões&nbsp;...";SUBESTAÇÃO & ENERGIA;subestação guaíra, transformadores na, na subestação, transformadores;energia;Neutro;2;energia - 2024-06-01
133;Obra deve criar acesso entre SC-486 e BR-101 com <b>investimento</b> de R$ 56 milhões, em Brusque;https://www.google.com/url?rct=j&sa=t&url=https://scc10.com.br/cotidiano/obra-deve-criar-acesso-entre-sc-486-e-br-101-com-investimento-de-r-56-milhoes-em-brusque/&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw2pMxN-LwolMMowh63bxIaY;2024-06-01;"Um <b>investimento</b> de R$ 56 milhões foi anunciado para obras na <b>Rodovia</b> Antônio Heil (SC-486), em Brusque, nessa quarta-feira (29), pelo Governo do&nbsp;...";RODOVIA & INVESTIMENTO;investimento 56, com investimento, em brusque, criar acesso;Outro tema;Neutro;2;Outro tema - 2024-06-01
134;Governo anuncia <b>investimento</b> milionário na <b>Rodovia</b> Antônio Heil | Jornal Razão;https://www.google.com/url?rct=j&sa=t&url=https://jornalrazao.com/economia/governo-anuncia-investimento-milionario-na-rodovia-antonio-heil&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw1uzapW5WwU298m7L1qVefx;2024-06-01;O governador também confirmou mais R$ 3,5 milhões para a continuação da revitalização da <b>rodovia</b>.;RODOVIA & INVESTIMENTO;governo anuncia, anuncia investimento, governo, investimento milionário;Outro tema;Neutro;2;Outro tema - 2024-06-01
135;PAN quer a Europa a remodelar gare do <b>aeroporto</b> do Porto Santo (vídeo) - RTP Madeira;https://www.google.com/url?rct=j&sa=t&url=https://madeira.rtp.pt/politica/pan-quer-a-europa-a-remodelar-gare-do-aeroporto-do-porto-santo-video/&ct=ga&cd=CAIyHTdmNGQxNWUzZTA0NDM1Nzk6Y29tLmJyOnB0OkJS&usg=AOvVaw1c_RpqZXmDA09jyWhg7f1V;2024-06-01;"... <b>aeroporto</b> do Porto Santo no âmbito do plano de contingência do <b>aeroporto</b> da Madeira. ... CONTRATO DE <b>CONCESSÃO</b> DO SERVIÇO PÚBLICO DE RÁDIO E TELEVISÃO&nbsp;...";AEROPORTO & CONCESSÃO ;aeroporto porto, gare aeroporto, quer europa, europa remodelar;Outro tema;Neutro;2;Outro tema - 2024-06-01
136;Vigas metálicas para <b>construção</b> de viaduto em Volta Redonda chegam ao bairro Voldac;https://www.google.com/url?rct=j&sa=t&url=https://odia.ig.com.br/volta-redonda/2024/05/6856113-vigas-metalicas-para-construcao-de-viaduto-em-volta-redonda-chegam-ao-bairro-voldac.html&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw2h2aKDhCt7IJ6nccbZV9yh;2024-06-01;"Volta Redonda - A <b>construção</b> do novo viaduto entre os bairros Voldac e Niterói, como parte das <b>obras</b> do Plano de Mobilidade Urbana de Volta&nbsp;...";CONSTRUÇÃO & OBRA;vigas metálicas, construção viaduto, volta redonda, metálicas para;construção;Neutro;2;construção - 2024-06-01
137;Parlamento realiza sessão em homenagem ao centenário de Arapiraca e ex-deputado ...;https://www.google.com/url?rct=j&sa=t&url=https://anoticiaalagoas.com.br/2024/06/01/parlamento-realiza-sessao-em-homenagem-ao-centenario-de-arapiraca-e-ex-deputado-apresenta-propostas-para-desenvolvimento-do-municipio/&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw155bpb5gyOD3lT7T7PxEtX;2024-06-01;"... construção de um <b>aeroporto</b>, a viabilização das <b>obras</b> do Hospital Metropolitano, a criação de um polo citricultor e a resolução do problema de&nbsp;...";AEROPORTO & OBRAS;parlamento realiza, realiza sessão, homenagem ao, em homenagem;construção;Neutro;2;construção - 2024-06-01
138;Água: um recurso precioso que requer <b>investimento</b> compartilhado - Carneiro News;https://www.google.com/url?rct=j&sa=t&url=https://carneironews.com.br/noticia/13480/agua-um-recurso-precioso-que-requer-investimento-compartilhado&ct=ga&cd=CAIyHTM3Y2YzZmY1YTFiMGMwNGI6Y29tLmJyOnB0OkJS&usg=AOvVaw0DEZ5RL-K51Cruqt388SDL;2024-06-01;"Para que a água chegue limpa e em abundância, conforme a Águas de Penha, um ciclo complexo de captação, tratamento, distribuição e coleta de&nbsp;...";INVESTIMENTO & IGUÁ;investimento compartilhado, recurso precioso, precioso que, compartilhado carneiro;Outro tema;Neutro;2;Outro tema - 2024-06-01
139;CCR ViaSul retoma cobrança de tarifas em todas as praças de pedágio, a partir desta sexta (31);https://www.google.com/url?rct=j&sa=t&url=https://estradas.com.br/ccr-viasul-retoma-cobranca-de-tarifas-em-todas-as-pracas-de-pedagio-a-partir-desta-sexta-31/&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0B8pGN6nQLRn3OjUQOAQqq;2024-06-01;"De acordo com a concessionária, cobrança está em prática desde à 0h; permanece isenção para veículos com donativos conforme portaria da <b>ANTT</b>. Desde&nbsp;...";ANTT & CONCESSÃO;cobrança tarifas, desta sexta, praças pedágio, todas praças;Outro tema;Neutro;2;Outro tema - 2024-06-01
140;'<b>Rodovia</b> da Soja' recebe mega obra para melhorar escoamento agrícola - CompreRural;https://www.google.com/url?rct=j&sa=t&url=https://www.comprerural.com/rodovia-da-soja-recebe-mega-obra-para-melhorar-escoamento-agricola/&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw2NrLoR4kEhmsbnPdrZZ7W9;2024-06-01;"“Essa obra faz parte do Plano de Ação do Anel Rodoviário da Soja e terá um <b>investimento</b> de R$ 94 milhões. O trecho contemplado vai desde a cidade&nbsp;...";RODOVIA & INVESTIMENTO;rodovia da, escoamento agrícola, melhorar escoamento, rodovia;Outro tema;Neutro;1,8;Outro tema - 2024-06-01
141;Brasil avança em <b>energia</b> limpa, com seis empresas acelerando descarbonização;https://www.google.com/url?rct=j&sa=t&url=https://istoedinheiro.com.br/brasil-avanca-em-energia-limpa-com-seis-empresas-acelerando-descarbonizacao/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0IGMv07tZbOSQn0ts-lauj;2024-06-01;"... <b>energia</b> solar <b>fotovoltaica</b>, que respondeu por três quartos das adições em todo o mundo. Em 2023, o setor elétrico brasileiro registrou o menor&nbsp;...";ENERGIA & FOTOVOLTAICA;acelerando descarbonização, descarbonização, energia limpa, brasil avança;energia;Neutro;1,6;energia - 2024-06-01
